age,gender,income,usage_gb,complaints,tenure_months,plan_type,churn
23.0,male,89967,12.0,4,5,Postpaid,0
28.0,male,79483,9.0,4,25,Prepaid,0
66.0,female,12179,74.0,0,52,Prepaid,1
57.0,female,47552,98.0,9,17,Postpaid,1
44.0,male,14604,28.0,2,46,Prepaid,0
66.0,male,37121,25.0,5,19,Prepaid,1
27.0,female,87841,68.0,8,35,Prepaid,0
31.0,female,44902,51.0,6,39,Prepaid,1
42.0,female,25159,14.0,6,52,Prepaid,1
74.0,male,74908,67.0,1,21,Prepaid,0
56.0,female,78312,21.0,7,47,Prepaid,0
70.0,female,68986,12.0,1,26,Prepaid,0
33.0,female,82810,46.0,6,24,Postpaid,0
70.0,female,73188,74.0,5,5,Prepaid,0
22.0,female,67120,52.0,4,5,Prepaid,0
32.0,male,90009,65.0,7,46,Postpaid,0
50.0,male,39171,24.0,7,7,Postpaid,0
21.0,male,51066,49.0,2,7,Postpaid,0
71.0,female,60677,71.0,3,11,Prepaid,0
71.0,female,70256,53.0,4,20,Postpaid,0
51.0,male,52882,24.0,1,10,Prepaid,0
36.0,male,49735,95.0,3,35,Postpaid,0
24.0,male,24879,7.0,0,49,Postpaid,0
56.0,male,67428,91.0,4,32,Prepaid,0
51.0,female,21127,72.0,2,40,Postpaid,0
65.0,female,52734,12.0,2,53,Prepaid,0
55.0,male,46808,26.0,8,53,Prepaid,0
25.0,male,79899,37.0,1,39,Postpaid,0
25.0,female,52890,95.0,1,5,Postpaid,0
66.0,female,10473,52.0,3,47,Prepaid,0
27.0,male,55541,26.0,0,45,Postpaid,0
76.0,male,29413,92.0,8,18,Postpaid,1
24.0,male,44203,12.0,9,10,Postpaid,0
63.0,male,36679,81.0,8,8,Prepaid,0
78.0,female,24995,83.0,7,17,Postpaid,0
45.0,female,95085,39.0,1,44,Postpaid,0
21.0,female,32820,5.0,5,56,Prepaid,1
72.0,male,55634,88.0,0,10,Prepaid,0
29.0,male,84532,96.0,3,25,Postpaid,1
50.0,male,42791,38.0,4,50,Prepaid,0
79.0,female,94356,19.0,6,6,Prepaid,0
64.0,female,46388,27.0,2,56,Postpaid,0
20.0,male,95210,14.0,2,2,Prepaid,0
68.0,female,50664,61.0,8,17,Prepaid,0
27.0,male,11298,52.0,2,2,Prepaid,1
64.0,female,88104,36.0,4,45,Prepaid,0
56.0,male,87763,65.0,2,26,Postpaid,0
35.0,female,96610,62.0,8,26,Prepaid,0
44.0,female,21152,2.0,5,33,Prepaid,1
25.0,male,85974,41.0,1,18,Prepaid,0
79.0,male,40743,86.0,1,45,Prepaid,0
32.0,male,85749,79.0,9,26,Postpaid,0
37.0,male,96716,85.0,9,47,Prepaid,0
49.0,female,27911,95.0,7,39,Postpaid,0
59.0,female,43410,7.0,0,40,Postpaid,0
49.0,female,34181,27.0,7,59,Postpaid,0
49.0,male,37417,46.0,6,30,Prepaid,0
54.0,female,63644,51.0,9,18,Postpaid,1
71.0,male,47121,78.0,4,43,Prepaid,0
42.0,male,69052,72.0,4,42,Postpaid,0
69.0,female,70694,70.0,6,29,Postpaid,0
66.0,male,28243,16.0,1,20,Prepaid,0
77.0,female,13953,68.0,7,55,Prepaid,0
74.0,male,77165,79.0,4,15,Postpaid,0
67.0,male,26343,75.0,1,5,Prepaid,0
33.0,female,27996,58.0,8,38,Postpaid,1
66.0,female,64121,9.0,2,5,Prepaid,0
63.0,female,33670,15.0,8,45,Prepaid,1
35.0,male,27076,74.0,2,50,Postpaid,0
60.0,male,37611,86.0,4,43,Postpaid,0
33.0,male,57036,82.0,4,14,Postpaid,0
50.0,male,86139,43.0,7,56,Postpaid,0
67.0,female,98981,59.0,1,6,Postpaid,0
29.0,male,75887,18.0,2,7,Prepaid,1
38.0,male,90898,59.0,1,18,Prepaid,0
67.0,male,57761,20.0,2,32,Postpaid,0
46.0,male,46749,79.0,4,42,Postpaid,0
77.0,female,83777,78.0,5,18,Prepaid,0
18.0,female,37215,6.0,8,55,Prepaid,0
62.0,female,83163,93.0,4,49,Prepaid,0
68.0,female,99837,79.0,4,14,Postpaid,0
74.0,male,45084,38.0,1,4,Prepaid,0
27.0,male,67007,45.0,0,42,Postpaid,0
79.0,female,80329,8.0,7,11,Postpaid,0
42.0,male,80515,93.0,6,17,Prepaid,0
39.0,female,28561,10.0,5,46,Prepaid,0
40.0,male,96634,92.0,4,12,Prepaid,1
57.0,male,55290,65.0,5,21,Prepaid,0
58.0,male,13760,91.0,8,55,Postpaid,0
47.0,male,20641,37.0,1,41,Prepaid,0
22.0,female,75483,89.0,4,37,Postpaid,0
79.0,male,48411,43.0,2,59,Prepaid,0
31.0,male,19715,35.0,1,46,Prepaid,0
23.0,male,56832,34.0,6,28,Postpaid,0
55.0,male,63959,95.0,7,40,Prepaid,1
43.0,female,17192,47.0,8,32,Prepaid,0
56.0,female,41509,48.0,0,22,Prepaid,0
72.0,female,51635,64.0,1,58,Prepaid,0
24.0,male,80230,56.0,5,36,Postpaid,0
35.0,male,68650,54.0,8,45,Prepaid,1
50.0,male,17831,38.0,9,25,Prepaid,1
66.0,male,65267,17.0,7,12,Prepaid,1
55.0,female,91228,99.0,9,8,Prepaid,0
41.0,female,14891,49.0,8,48,Prepaid,0
55.0,female,98797,97.0,3,31,Postpaid,0
78.0,male,18580,46.0,5,31,Postpaid,1
47.0,male,66039,60.0,6,8,Prepaid,0
72.0,female,41622,55.0,3,47,Prepaid,0
66.0,male,75771,96.0,8,16,Prepaid,0
36.0,female,85841,11.0,7,36,Prepaid,1
33.0,male,86667,52.0,5,21,Prepaid,1
65.0,female,88278,16.0,4,14,Prepaid,0
30.0,female,83462,86.0,7,10,Prepaid,1
38.0,female,37865,53.0,2,49,Postpaid,0
32.0,male,51877,92.0,2,6,Postpaid,0
55.0,female,74700,28.0,4,1,Prepaid,0
36.0,female,25153,17.0,1,19,Prepaid,1
58.0,female,61965,63.0,4,53,Postpaid,0
75.0,male,57719,15.0,4,42,Postpaid,0
69.0,male,98508,37.0,5,49,Postpaid,0
76.0,female,14474,32.0,4,13,Prepaid,1
19.0,male,18517,22.0,8,58,Prepaid,0
46.0,male,12709,13.0,2,7,Postpaid,0
31.0,male,59309,65.0,4,3,Prepaid,1
74.0,male,59569,76.0,7,29,Prepaid,0
62.0,male,63328,39.0,2,26,Postpaid,0
37.0,male,31788,28.0,6,18,Prepaid,1
52.0,male,37690,16.0,9,10,Prepaid,0
55.0,male,47517,68.0,3,19,Postpaid,0
48.0,male,14225,81.0,2,23,Postpaid,0
47.0,male,77723,55.0,1,36,Prepaid,0
21.0,male,14689,43.0,0,22,Postpaid,0
46.0,male,70020,65.0,2,15,Prepaid,1
39.0,male,50825,91.0,8,36,Prepaid,0
68.0,male,99894,98.0,2,35,Postpaid,1
71.0,male,72322,20.0,9,26,Postpaid,1
64.0,male,52798,48.0,9,7,Prepaid,1
19.0,female,73015,87.0,6,57,Prepaid,0
70.0,male,20554,63.0,9,31,Postpaid,1
42.0,female,26287,81.0,4,17,Prepaid,1
43.0,female,54905,99.0,9,43,Prepaid,0
76.0,female,87217,11.0,5,25,Postpaid,0
71.0,female,83806,61.0,0,10,Prepaid,0
21.0,female,43944,53.0,8,42,Postpaid,0
40.0,female,35530,29.0,9,6,Postpaid,1
64.0,female,96793,65.0,8,17,Prepaid,1
51.0,male,60888,11.0,4,40,Prepaid,1
33.0,female,20634,50.0,1,43,Postpaid,0
50.0,male,30243,42.0,5,59,Prepaid,0
71.0,male,85280,39.0,8,42,Prepaid,0
31.0,female,90841,61.0,8,14,Prepaid,1
64.0,female,91750,94.0,6,43,Postpaid,0
63.0,male,10622,94.0,7,45,Postpaid,0
72.0,male,84040,70.0,0,40,Prepaid,0
36.0,female,20076,33.0,6,45,Postpaid,0
31.0,female,82795,96.0,1,49,Prepaid,0
51.0,male,89334,99.0,7,34,Postpaid,1
50.0,female,42517,84.0,0,59,Postpaid,0
43.0,male,27425,87.0,5,39,Postpaid,0
66.0,male,74200,81.0,9,4,Postpaid,0
67.0,male,16159,76.0,1,11,Postpaid,0
33.0,female,62141,72.0,4,30,Prepaid,0
67.0,male,39841,64.0,0,26,Postpaid,0
32.0,male,48203,64.0,7,48,Postpaid,1
43.0,male,84308,39.0,9,40,Postpaid,1
19.0,male,99380,88.0,0,1,Prepaid,1
39.0,female,46196,63.0,5,27,Prepaid,0
77.0,male,36140,61.0,7,33,Postpaid,1
45.0,female,85098,74.0,0,58,Prepaid,0
62.0,male,47182,8.0,4,39,Postpaid,0
24.0,male,27986,91.0,1,11,Prepaid,0
57.0,male,91257,58.0,9,12,Postpaid,0
41.0,male,99256,94.0,5,19,Postpaid,0
64.0,female,36010,11.0,5,24,Prepaid,0
75.0,male,24219,24.0,9,7,Prepaid,1
50.0,female,23741,94.0,7,47,Postpaid,0
24.0,female,63876,69.0,3,4,Postpaid,0
47.0,male,37899,65.0,6,4,Postpaid,0
25.0,male,66079,41.0,2,8,Prepaid,0
45.0,female,78338,56.0,5,8,Prepaid,0
21.0,male,10512,55.0,8,34,Postpaid,1
57.0,male,87386,20.0,9,49,Postpaid,0
37.0,male,12624,57.0,9,56,Prepaid,1
30.0,male,20300,52.0,4,48,Prepaid,0
19.0,male,75237,31.0,8,41,Postpaid,1
73.0,female,65954,34.0,8,35,Prepaid,0
69.0,female,98061,77.0,5,19,Postpaid,0
68.0,female,61055,67.0,0,25,Postpaid,0
21.0,male,47541,47.0,1,52,Postpaid,0
39.0,male,70191,60.0,6,7,Prepaid,0
78.0,female,78582,24.0,8,49,Prepaid,0
53.0,male,70395,50.0,9,48,Postpaid,0
25.0,male,43353,56.0,2,4,Prepaid,0
26.0,female,96352,26.0,8,15,Prepaid,1
34.0,male,37145,17.0,8,19,Prepaid,1
78.0,female,41187,53.0,4,54,Prepaid,0
28.0,male,34998,94.0,3,26,Postpaid,0
73.0,male,36979,46.0,4,46,Postpaid,1
60.0,female,29169,90.0,6,36,Prepaid,0
75.0,male,62310,85.0,8,5,Postpaid,0
69.0,female,75588,74.0,1,40,Prepaid,0
38.0,male,48647,89.0,3,38,Postpaid,0
69.0,male,93052,41.0,1,52,Prepaid,0
28.0,female,52637,76.0,9,55,Prepaid,1
36.0,female,52030,15.0,4,35,Prepaid,0
31.0,female,16234,32.0,2,52,Prepaid,0
26.0,female,91317,57.0,2,9,Prepaid,1
23.0,female,23341,4.0,0,37,Postpaid,0
29.0,female,24797,76.0,4,35,Postpaid,0
25.0,male,94183,92.0,7,11,Postpaid,1
41.0,female,56758,11.0,3,32,Prepaid,0
22.0,female,16146,99.0,4,41,Postpaid,1
21.0,male,49762,9.0,6,25,Postpaid,0
79.0,female,63113,13.0,3,40,Postpaid,0
23.0,male,10908,76.0,7,44,Postpaid,0
22.0,male,77911,68.0,3,35,Prepaid,0
19.0,male,70166,93.0,4,24,Prepaid,0
26.0,female,11067,43.0,9,16,Prepaid,0
50.0,male,65661,57.0,8,39,Postpaid,0
69.0,male,30047,15.0,5,54,Prepaid,0
63.0,male,76097,69.0,3,28,Prepaid,0
53.0,male,43936,99.0,9,30,Prepaid,0
23.0,male,28192,60.0,4,54,Postpaid,0
66.0,female,55613,93.0,3,18,Prepaid,0
20.0,female,49873,39.0,5,48,Prepaid,0
57.0,male,40743,98.0,4,16,Postpaid,0
43.0,female,89058,54.0,8,16,Prepaid,1
72.0,female,68409,15.0,2,17,Postpaid,0
37.0,male,53866,36.0,0,4,Prepaid,0
57.0,female,30375,49.0,4,28,Prepaid,0
45.0,female,61181,7.0,9,21,Postpaid,1
50.0,male,12293,89.0,0,14,Postpaid,0
76.0,female,89628,24.0,8,45,Prepaid,0
62.0,male,10141,67.0,0,31,Prepaid,0
43.0,male,72895,92.0,5,12,Prepaid,0
45.0,female,41096,44.0,4,12,Postpaid,0
61.0,male,74719,61.0,1,48,Prepaid,0
39.0,male,42549,52.0,7,16,Postpaid,0
28.0,female,12353,76.0,1,24,Prepaid,0
46.0,female,95374,4.0,4,8,Postpaid,0
22.0,male,78939,36.0,5,48,Prepaid,0
28.0,male,14030,61.0,5,22,Postpaid,0
44.0,male,12958,10.0,0,42,Postpaid,0
67.0,male,57705,86.0,4,24,Postpaid,0
66.0,female,96093,63.0,6,48,Postpaid,0
34.0,female,62003,1.0,5,24,Prepaid,0
44.0,male,10964,2.0,7,53,Postpaid,1
27.0,male,72934,16.0,7,43,Postpaid,0
64.0,female,48499,66.0,1,29,Prepaid,0
33.0,female,67486,52.0,8,29,Postpaid,0
67.0,male,41529,48.0,8,37,Postpaid,1
70.0,female,10732,56.0,8,41,Prepaid,0
60.0,male,11651,49.0,8,42,Prepaid,0
38.0,male,66867,34.0,2,2,Postpaid,0
77.0,female,67165,1.0,6,16,Postpaid,0
60.0,female,39014,3.0,4,26,Prepaid,0
58.0,female,17406,69.0,9,32,Postpaid,1
71.0,female,79558,74.0,8,6,Postpaid,1
72.0,male,23611,24.0,1,12,Postpaid,0
22.0,female,26952,25.0,9,28,Prepaid,0
72.0,male,50710,41.0,6,27,Prepaid,0
65.0,male,74458,64.0,5,37,Postpaid,1
30.0,female,99561,59.0,4,5,Prepaid,1
37.0,male,66294,56.0,4,48,Prepaid,0
64.0,male,96435,4.0,7,18,Postpaid,0
31.0,female,68706,43.0,7,33,Prepaid,0
46.0,female,86309,75.0,5,56,Prepaid,0
60.0,female,25835,59.0,9,23,Prepaid,0
58.0,male,15074,80.0,2,19,Prepaid,0
74.0,female,70225,69.0,4,16,Postpaid,0
24.0,male,97763,90.0,5,39,Prepaid,0
36.0,female,76328,57.0,1,57,Postpaid,0
79.0,female,40887,57.0,4,34,Postpaid,0
53.0,female,54046,56.0,8,12,Prepaid,0
33.0,female,20098,27.0,6,56,Postpaid,0
35.0,male,40632,44.0,7,3,Prepaid,1
39.0,male,71463,17.0,1,25,Prepaid,0
52.0,female,24989,43.0,1,8,Postpaid,0
35.0,female,53345,15.0,4,2,Prepaid,1
56.0,male,36096,49.0,3,59,Postpaid,0
45.0,male,54173,95.0,0,6,Prepaid,0
55.0,male,78744,45.0,5,54,Prepaid,1
27.0,male,89638,74.0,7,33,Postpaid,1
56.0,female,46846,44.0,7,19,Postpaid,0
75.0,male,84445,90.0,1,51,Prepaid,0
26.0,male,73244,21.0,7,1,Postpaid,1
38.0,female,92962,83.0,3,41,Postpaid,0
60.0,male,76608,72.0,1,46,Prepaid,0
56.0,male,59573,88.0,4,22,Prepaid,0
59.0,female,70675,14.0,2,18,Prepaid,0
52.0,male,38589,89.0,6,1,Postpaid,0
60.0,female,70618,90.0,7,2,Prepaid,0
55.0,female,73798,30.0,7,3,Prepaid,0
22.0,female,64972,62.0,1,27,Postpaid,0
64.0,male,19270,59.0,3,32,Prepaid,0
45.0,female,56657,5.0,4,26,Postpaid,0
21.0,female,73979,53.0,9,42,Prepaid,0
43.0,male,27803,66.0,5,22,Postpaid,0
44.0,female,80864,21.0,6,47,Postpaid,1
23.0,female,85852,36.0,3,39,Postpaid,0
79.0,female,58485,58.0,2,56,Postpaid,0
31.0,male,96783,93.0,7,43,Prepaid,0
38.0,female,87204,6.0,8,8,Prepaid,1
45.0,male,51983,93.0,0,33,Postpaid,0
69.0,male,89589,81.0,5,39,Postpaid,0
64.0,male,93991,84.0,7,1,Postpaid,1
65.0,male,19732,5.0,1,3,Postpaid,0
32.0,male,99819,57.0,6,2,Postpaid,0
70.0,female,10447,37.0,4,11,Postpaid,0
69.0,female,53757,91.0,5,53,Postpaid,0
46.0,male,94417,74.0,5,15,Postpaid,1
51.0,male,75191,65.0,8,12,Prepaid,1
20.0,female,34009,3.0,0,27,Prepaid,0
65.0,female,67941,87.0,2,24,Prepaid,1
77.0,female,29320,49.0,3,59,Prepaid,0
47.0,male,31353,16.0,8,7,Prepaid,1
51.0,male,92046,87.0,5,50,Postpaid,0
48.0,male,14238,90.0,1,14,Postpaid,0
23.0,male,96597,50.0,0,19,Postpaid,0
56.0,female,50801,66.0,9,29,Prepaid,1
62.0,male,15827,61.0,1,58,Prepaid,0
75.0,female,80848,31.0,0,14,Postpaid,0
75.0,female,14341,75.0,4,21,Prepaid,0
48.0,female,39262,99.0,5,39,Prepaid,0
77.0,male,31671,93.0,2,40,Prepaid,1
50.0,male,80599,69.0,1,22,Prepaid,0
57.0,male,45701,36.0,0,8,Postpaid,0
55.0,male,68932,90.0,4,47,Prepaid,0
79.0,female,16495,92.0,9,54,Postpaid,0
63.0,female,72598,1.0,1,36,Postpaid,0
25.0,male,73978,34.0,5,52,Postpaid,0
22.0,female,35716,55.0,1,15,Prepaid,0
43.0,female,89315,58.0,6,51,Prepaid,1
49.0,male,52304,71.0,0,48,Prepaid,0
59.0,female,70050,51.0,2,54,Prepaid,0
47.0,female,26353,2.0,0,55,Prepaid,0
49.0,female,93955,17.0,6,21,Prepaid,0
75.0,female,32192,76.0,7,8,Postpaid,1
38.0,male,66350,69.0,1,45,Postpaid,0
48.0,female,18086,65.0,4,40,Postpaid,0
52.0,female,14026,44.0,2,39,Prepaid,0
47.0,male,21409,28.0,0,38,Postpaid,0
78.0,female,94851,31.0,0,3,Postpaid,1
77.0,female,28946,69.0,9,40,Postpaid,0
49.0,male,89161,50.0,6,29,Postpaid,0
45.0,male,62221,13.0,6,2,Postpaid,1
54.0,female,17979,40.0,2,51,Postpaid,0
29.0,female,49709,82.0,2,2,Postpaid,0
44.0,male,53134,60.0,7,14,Postpaid,0
31.0,male,34024,86.0,4,18,Postpaid,0
26.0,female,64370,51.0,1,47,Postpaid,0
23.0,male,87500,49.0,4,5,Prepaid,0
54.0,male,89535,94.0,5,23,Prepaid,0
18.0,male,57263,51.0,5,22,Prepaid,0
58.0,male,90415,14.0,5,25,Postpaid,0
44.0,female,93079,40.0,8,52,Postpaid,0
40.0,male,17922,65.0,2,20,Prepaid,0
65.0,female,67146,35.0,5,21,Prepaid,0
51.0,female,79595,41.0,8,25,Prepaid,1
63.0,female,11420,87.0,9,24,Prepaid,1
61.0,female,64307,44.0,9,57,Postpaid,0
19.0,female,92212,31.0,7,16,Postpaid,0
31.0,female,34139,11.0,1,7,Postpaid,0
53.0,female,87171,40.0,9,25,Prepaid,1
78.0,male,94050,76.0,0,5,Prepaid,0
27.0,female,67174,30.0,5,48,Postpaid,0
24.0,male,66654,47.0,4,53,Postpaid,0
76.0,male,58129,66.0,6,50,Postpaid,0
77.0,male,46811,92.0,7,48,Postpaid,1
28.0,female,50763,81.0,7,25,Prepaid,1
42.0,female,57014,29.0,2,42,Prepaid,0
56.0,male,53395,17.0,7,24,Prepaid,1
30.0,female,84344,67.0,7,51,Postpaid,0
38.0,male,79229,26.0,0,12,Prepaid,0
42.0,male,41283,39.0,6,9,Prepaid,0
57.0,male,56182,11.0,1,58,Postpaid,0
37.0,female,29371,77.0,5,22,Postpaid,0
43.0,male,25842,16.0,2,19,Postpaid,1
35.0,male,43196,38.0,3,40,Prepaid,1
65.0,female,15235,41.0,2,21,Postpaid,0
27.0,male,86913,5.0,8,45,Postpaid,0
32.0,female,21356,77.0,9,26,Prepaid,0
33.0,female,39389,62.0,7,47,Prepaid,0
74.0,male,32629,54.0,7,5,Prepaid,0
76.0,female,28614,18.0,3,43,Prepaid,0
49.0,female,43096,6.0,1,20,Postpaid,0
27.0,male,74733,6.0,5,25,Prepaid,1
64.0,male,90317,62.0,4,55,Postpaid,0
48.0,male,26985,75.0,2,29,Postpaid,0
70.0,male,31517,79.0,2,5,Prepaid,0
40.0,male,52268,80.0,1,28,Postpaid,0
79.0,male,38763,39.0,8,15,Prepaid,0
68.0,female,81999,1.0,3,29,Prepaid,0
31.0,male,30071,25.0,9,13,Prepaid,0
62.0,male,46216,78.0,6,38,Prepaid,0
35.0,male,59116,76.0,1,14,Prepaid,0
39.0,female,44335,51.0,0,28,Postpaid,0
33.0,male,65537,3.0,4,57,Postpaid,0
60.0,male,81955,77.0,0,38,Prepaid,0
34.0,male,57891,81.0,9,42,Postpaid,0
57.0,male,51115,23.0,9,46,Prepaid,0
54.0,male,95667,80.0,6,55,Prepaid,1
64.0,female,98359,64.0,2,53,Prepaid,1
79.0,female,99584,88.0,8,51,Postpaid,0
18.0,male,11479,63.0,6,21,Prepaid,0
79.0,male,85365,9.0,3,37,Prepaid,0
24.0,male,90885,65.0,8,49,Prepaid,1
50.0,male,82476,11.0,2,34,Prepaid,0
39.0,male,77460,26.0,5,8,Postpaid,1
57.0,female,42944,87.0,6,31,Prepaid,1
62.0,male,75339,96.0,9,13,Prepaid,1
71.0,male,62180,48.0,1,41,Prepaid,0
42.0,male,84832,29.0,2,51,Postpaid,0
75.0,female,41632,39.0,8,42,Prepaid,0
37.0,female,76835,24.0,4,33,Prepaid,1
30.0,male,80592,57.0,7,36,Postpaid,0
41.0,male,85047,42.0,7,32,Postpaid,1
50.0,female,25464,6.0,3,27,Postpaid,0
59.0,female,87737,61.0,3,14,Postpaid,0
69.0,female,29500,64.0,4,40,Postpaid,0
31.0,female,94337,67.0,0,21,Postpaid,1
36.0,female,13482,94.0,7,10,Postpaid,1
76.0,male,30124,70.0,1,48,Postpaid,0
45.0,female,64804,67.0,9,33,Prepaid,1
32.0,male,58901,21.0,7,31,Prepaid,0
79.0,male,71968,46.0,3,31,Prepaid,0
45.0,male,46320,44.0,0,5,Postpaid,0
79.0,male,10302,96.0,7,32,Prepaid,1
74.0,male,65591,47.0,4,33,Prepaid,0
74.0,male,55970,69.0,1,31,Prepaid,0
54.0,male,55780,54.0,4,1,Prepaid,1
67.0,female,43918,6.0,9,45,Prepaid,0
77.0,female,90146,93.0,6,37,Postpaid,0
34.0,male,81314,67.0,6,45,Postpaid,0
20.0,female,26309,23.0,5,30,Prepaid,0
37.0,male,13500,6.0,1,20,Postpaid,1
57.0,female,26322,93.0,9,50,Prepaid,0
51.0,female,14370,31.0,7,21,Postpaid,0
22.0,female,73836,2.0,5,27,Prepaid,0
52.0,male,65818,61.0,7,1,Postpaid,1
28.0,female,51668,2.0,3,10,Postpaid,0
49.0,male,63247,22.0,7,7,Postpaid,1
53.0,female,82750,89.0,9,25,Postpaid,1
57.0,female,84798,4.0,3,16,Postpaid,0
43.0,male,49107,75.0,0,20,Postpaid,0
43.0,male,63304,62.0,7,46,Postpaid,0
60.0,male,61922,31.0,8,41,Prepaid,1
64.0,female,95443,29.0,8,48,Prepaid,0
68.0,female,78535,48.0,9,49,Postpaid,0
38.0,female,38294,53.0,3,15,Postpaid,0
44.0,female,89824,89.0,9,37,Postpaid,1
38.0,female,45812,26.0,2,52,Postpaid,0
50.0,female,78196,59.0,5,18,Prepaid,1
25.0,male,97990,68.0,8,23,Prepaid,1
44.0,female,82803,2.0,9,32,Prepaid,1
29.0,male,19677,89.0,6,48,Postpaid,0
51.0,female,28513,99.0,5,9,Prepaid,1
70.0,female,81631,9.0,4,28,Postpaid,0
79.0,male,21101,26.0,8,15,Prepaid,0
45.0,female,11041,78.0,8,43,Postpaid,0
21.0,male,33228,81.0,2,15,Prepaid,0
32.0,female,53786,16.0,1,22,Prepaid,0
24.0,male,21557,91.0,8,21,Prepaid,0
65.0,male,23806,33.0,8,5,Prepaid,1
79.0,female,40499,30.0,0,40,Postpaid,0
52.0,male,63897,36.0,4,15,Prepaid,1
28.0,female,58998,67.0,5,29,Prepaid,0
19.0,male,81835,21.0,0,42,Prepaid,0
78.0,male,98267,54.0,6,47,Prepaid,0
37.0,male,12973,8.0,9,55,Prepaid,1
24.0,male,71946,15.0,2,8,Prepaid,0
28.0,male,24739,77.0,7,38,Prepaid,0
33.0,female,42441,38.0,0,20,Prepaid,0
58.0,female,40834,79.0,2,46,Prepaid,0
73.0,female,73066,74.0,5,23,Prepaid,0
35.0,male,33021,99.0,9,1,Prepaid,1
60.0,female,90513,14.0,8,51,Postpaid,0
22.0,female,44489,93.0,9,45,Postpaid,0
18.0,female,83357,89.0,9,20,Prepaid,1
21.0,female,95668,44.0,8,50,Postpaid,1
75.0,male,55957,14.0,3,25,Prepaid,0
54.0,male,19108,14.0,1,25,Prepaid,0
67.0,female,73126,51.0,8,18,Postpaid,0
19.0,female,48095,2.0,1,30,Prepaid,0
19.0,female,40451,10.0,5,59,Postpaid,1
70.0,female,51138,53.0,7,4,Postpaid,0
24.0,female,36981,56.0,0,36,Postpaid,0
27.0,male,35230,86.0,9,11,Prepaid,0
50.0,male,99068,97.0,3,8,Prepaid,0
55.0,male,35065,27.0,2,4,Postpaid,0
32.0,female,51277,33.0,3,17,Postpaid,0
45.0,female,74327,20.0,4,44,Prepaid,0
59.0,male,29884,23.0,4,44,Postpaid,1
45.0,female,65605,44.0,1,48,Prepaid,0
41.0,female,90596,99.0,1,9,Postpaid,0
22.0,female,83154,89.0,4,7,Postpaid,0
46.0,female,12570,91.0,2,58,Prepaid,0
67.0,female,46456,45.0,6,55,Prepaid,1
56.0,female,10024,66.0,8,42,Postpaid,0
73.0,male,64603,72.0,0,50,Prepaid,0
25.0,male,39263,25.0,0,48,Postpaid,0
18.0,female,90422,46.0,6,35,Prepaid,1
51.0,male,25798,55.0,0,29,Postpaid,0
29.0,female,86619,37.0,6,58,Postpaid,0
54.0,female,40806,47.0,4,40,Postpaid,0
74.0,female,92802,44.0,4,53,Postpaid,1
38.0,male,27963,7.0,6,13,Prepaid,0
52.0,female,34207,77.0,8,14,Postpaid,1
60.0,male,41593,90.0,1,38,Prepaid,0
27.0,female,98687,75.0,1,57,Postpaid,0
73.0,female,76054,93.0,6,37,Postpaid,0
30.0,female,83475,43.0,0,27,Prepaid,0
68.0,female,59761,6.0,4,2,Postpaid,0
58.0,male,81532,27.0,4,10,Prepaid,0
26.0,male,66418,85.0,3,14,Postpaid,0
62.0,female,70082,14.0,5,12,Postpaid,0
30.0,male,85349,55.0,1,42,Postpaid,0
55.0,male,98494,1.0,2,41,Prepaid,0
77.0,female,61824,33.0,0,23,Prepaid,0
77.0,female,49740,12.0,9,59,Postpaid,0
72.0,female,68781,12.0,8,24,Prepaid,1
48.0,female,76738,17.0,2,27,Postpaid,0
52.0,male,98770,54.0,0,32,Postpaid,0
36.0,female,72893,69.0,2,34,Prepaid,1
75.0,female,95909,29.0,9,12,Prepaid,0
47.0,male,75888,81.0,8,18,Postpaid,0
65.0,male,95650,39.0,6,41,Postpaid,0
40.0,female,77631,73.0,9,50,Prepaid,1
63.0,female,89645,53.0,1,25,Prepaid,0
31.0,male,27168,72.0,5,7,Postpaid,0
63.0,male,99329,97.0,7,51,Postpaid,0
20.0,male,41414,99.0,0,35,Prepaid,1
24.0,male,81782,59.0,4,26,Prepaid,1
39.0,male,45302,96.0,3,35,Postpaid,0
47.0,female,51221,70.0,1,49,Prepaid,0
62.0,female,77319,27.0,2,1,Postpaid,0
40.0,male,58655,93.0,9,22,Postpaid,0
19.0,male,74462,15.0,5,56,Prepaid,0
38.0,male,17113,47.0,0,18,Postpaid,0
45.0,female,85002,16.0,6,58,Postpaid,1
51.0,female,46760,78.0,5,17,Postpaid,0
57.0,male,80966,89.0,3,28,Prepaid,0
33.0,male,35697,82.0,3,5,Postpaid,0
55.0,female,63643,11.0,5,43,Prepaid,0
57.0,female,62943,27.0,9,15,Postpaid,1
66.0,female,22595,34.0,7,51,Prepaid,0
50.0,male,52678,12.0,4,8,Postpaid,0
68.0,female,67190,53.0,2,7,Postpaid,1
31.0,female,85254,4.0,1,28,Prepaid,0
62.0,female,89835,61.0,1,5,Prepaid,1
20.0,male,44606,57.0,1,20,Prepaid,0
24.0,female,67885,59.0,8,41,Postpaid,0
71.0,male,25721,91.0,5,30,Postpaid,0
47.0,female,90606,78.0,0,34,Postpaid,0
56.0,female,88127,26.0,9,6,Postpaid,0
55.0,female,99914,57.0,1,41,Postpaid,0
61.0,female,53762,80.0,6,6,Prepaid,0
33.0,male,42328,85.0,0,34,Postpaid,0
